school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_east_tennessee_state_university_james_h_quillen_college_of_medicine_johnson_city,East Tennessee State University James H. Quillen College of Medicine,MD,http://www.etsu.edu/com/sa/admissions/,East Tennessee State University Quillen College of Medicine,admissions_page,etsu.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_east_tennessee_state_university_james_h_quillen_college_of_medicine_johnson_city,East Tennessee State University James H. Quillen College of Medicine,MD,https://www.etsu.edu/com/admissions/collegeinfo/statistics.php,Statistics of Entering Classes,class_profile,etsu.edu,official_school_domain,1.00,fetched,accepted,,accepted students,official_published_mean,512,average,3.82,average,,"completed: 440 In-state: 290 Out-of-state: 150 Acceptances offered: 143 In-state: 113 Out-of-state: 30 Current accepted students: 96 In-state: 78 Out-of-state: 18 Academic Profile Average GPA BCPM: 3.76 All other: 3.89 Total: 3.82 Average MCAT 512 81% Entering Class Statistics - 2025 Application Data Applications received: 4,009 In-state: 626 Out-of-state: 3,383 Interviews completed: 410 In-state: 283 Out-of-state: 127 Acce completed: 440 In-state: 290 Out-of-state: 150 Acceptances offered: 143 In-state: 113 Out-of-state: 30 Current accepted students: 96 In-state: 78 Out-of-state: 18 Academic Profile Average GPA BCPM: 3.76 All other: 3.89 Total: 3.82 Average MCAT 512 81% Entering Class Stati",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/about/facts-and-figures/index.html,Facts and Figures | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/admissions/class-profile/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/admissions/class-statistics/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/admissions/entering-class-profile/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/admissions/entering-class-statistics/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/departments/pediatrics/divisions/general/partners/annual-report/index.html,Annual Report | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/departments/surgery/about-us/annual-reports.html,Annual Reports | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle,annual_report,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/education/admissions/md/class-profile/index.html,M1 Class Profile Fall 2025,class_profile,med.emory.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,http://med.emory.edu/education/admissions/md/index.html,Doctor of Medicine (MD) | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,class_profile,med.emory.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,https://med.emory.edu/education/programs/md/class-profile/index.html,M1 Class Profile 2025 | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,class_profile,med.emory.edu,official_school_domain,1.00,fetched,accepted,,official published school profile,official_published_mean,514.9,mean,3.81,mean,,"e 45 male 9 MD/PhD 7 MD/MPH 24 average age at matriculation 21-31 age range 66 different undergraduate institutions 11 traditional students (8%) 127 non-traditional students (92%) MCAT and GPA Averages 514.9 mean cumulative MCAT score 3.81 average undergraduate GPA Emory continues to recognize its responsibility to consider applicants as individuals; however, applicants should present tion 21-31 age range 66 different undergraduate institutions 11 traditional students (8%) 127 non-traditional students (92%) MCAT and GPA Averages 514.9 mean cumulative MCAT score 3.81 average undergraduate GPA Emory continues to recognize its responsibility to consider applicants as individuals; however, appli",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_florida_international_university_herbert_wertheim_college_of_medicine_miami_flor,Florida International University Herbert Wertheim College of Medicine,MD,https://medicine.fiu.edu/academics/degrees-and-programs/doctor-of-medicine/admissions/index.html,Admissions | Doctor of Medicine (M.D.) | FIU Herbert Wertheim College of Medicine,annual_report,medicine.fiu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_international_university_herbert_wertheim_college_of_medicine_miami_flor,Florida International University Herbert Wertheim College of Medicine,MD,https://medicine.fiu.edu/academics/doctor-of-medicine/faqs/,FAQs | FIU Herbert Wertheim College of Medicine,class_profile,medicine.fiu.edu,official_school_domain,1.00,fetched,accepted,2027,accepted students,official_published_mean,510,average,3.86,average,,"vailable to them. What GPA and MCAT score will I need to be considered for admission? All applicants may be considered. However, our average statistics for accepted applicants are MCAT 510 (range 502 - 522); Overall GPA 3.86 (range 3.27 - 4.00); and BCPM 3.80 (range 3.22 - 4.00). For more details, please refer to the MSAR . AMCAS Primary Application When does the ap nd MCAT score will I need to be considered for admission? All applicants may be considered. However, our average statistics for accepted applicants are MCAT 510 (range 502 - 522); Overall GPA 3.86 (range 3.27 - 4.00); and BCPM 3.80 (range 3.22 - 4.00). For more details, please refer to the MSAR . AMCAS Primary Application When do",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Fetched reviewed assisted-search official URL even though the path is not stats-shaped.
