source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,interview_procedures,interview_invitation_timing,interview_day,regional_interviews,recorded_video_interviews,notes
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,84,44,264.163,NE,Creighton University School of Medicine,Creighton University School of Medicine,All interviews will be conducted virtually with two open-file one-on-one interviews with a faculty/staff member and a current student during the week and a live Friday wrap up session. We will also host multiple in person admitted student days.,Early August,The Interview Program is designed for the Admissions Committee and applicants to learn about each other. Applicants will have multiple opportunities to meet with members of our community. We encourage applicants to bring questions about Creighton so that they can be answered.,All interviews will be conducted virtually.,All interviews will be conducted virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,85,44,141.162,NE,University of Nebraska College of Medicine,University of Nebraska College of Medicine,By invitation only,July 2026,UNMC Interview day is a full day experience through Zoom. We host applicants virtually and have a range of group presentations and small group interactions throughout the day. Each applicant will be interviewed for thirty minutes. Fourth year medical students serve as ambassadors and answers questions.,no,All interviews will be conducted virtually,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,86,46,411.165,NH,Geisel School of Medicine at Dartmouth,Geisel School of Medicine at Dartmouth,Our interview season begins in late August and continues through March. Interviews take place on Thursdays by invitation only and will be conducted virtually for the 2026-2027 admissions cycle.,August 2026,"The interview day is designed for us to get to know you, and for you to get to know us at Geisel. The day begins with a welcome from the Associate Dean of Admissions. This is followed by an information session with the admissions team, a brief welcome from the Office of Diversity, Inclusion, and Community Engagement team, and a 20 minute group exercise. In the afternoon, you will have two thirty-minute one-on- one interviews conducted by members of our admissions committee. The day will end with closing remarks from our Associate Dean. Opportunities to connect with our current students will occur separately from the scheduled interview day.",Regional interviews are not available.,Interviews will be conducted virtually for the 2026-2027 admissions cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,87,48,267.163,NJ,Cooper Medical School of Rowan University,Cooper Medical School of Rowan University,"Held on Fridays. One Interview with two interviewers: one who is on the Admissions Committee and one who is blinded to application materials, in addition to casual encounters with CMSRU students.",July 2026,"Our interview day has been designed to provide each candidate the opportunity to engage with CMSRU faculty and students. Throughout the day applicants interact with current students, and the finale provides a comfortable, casual meet- and-greet so that candidates can ask questions in a low- pressure and open atmosphere. The interview day program includes: A virtual log-in and opportunity to meet the admissions staff. A live orientation and welcome with our Dean, Dr. Annette Reboli. A live question-and- answer session with the Office of Admissions leadership team. A live interview, lasting approximately 30 minutes. Live, informal meet-and- greet and question-and- answer sessions with our current students. Available in advance are recorded presentations about our innovative curriculum, student support services, our simulation center and our three-year primary care track. A virtual tour of our medical school building is also available.",Not available,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,88,48,243.163,NJ,Hackensack Meridian School of Medicine,Hackensack Meridian School of Medicine,One on one,September 2026,Currently interviews are conducted virtually.,no,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,89,50,384.163,NJ,Rutgers New Jersey Medical School,Rutgers New Jersey Medical School,"Early Decision interviews begin July 1 , 2025 Regular Decision interviews will begin in mid-August 2025","June 30, 2026","We offer a personalized virtual interview experience including a 45- 60 minute faculty interview as well as an optional 30 - minute interview with a medical student. We aim to assess an applicant's interpersonal and communication skills as well as their fit for our school, their motivation for medicine, and their validation for a career in patient centered medicine. Early Decision (ED): ED interviews will begin July 1 and will continue through early September. ED acceptances are on a rolling basis beginning in mid-July. Regular Decision (MD): Regular decision MD Interviews begin in mid- August 2025 and will continue through March 2026 . Acceptances are on a rolling basis beginning October 15 .",no,"All interviews are virtual, via Zoom.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,90,52,303.163,NJ,"Rutgers, Robert Wood Johnson Medical School","Rutgers, Robert Wood Johnson Medical School","RWJMS will use an MMI format for applicants in 2027. Those applying to MD/PHD, BA/MD, and approved early assurance will additionally participate in 1-on-1 interviews. In the 2028 cycle, all applicants will complete both interview formats.",Interview invitations are sent monthly from August through March.,"The Interview Day consists of: 1 . Comprehensive introduction to the MMI format and specifics about the admissions process from the admissions officers; Applicants get a first-hand experience of the supportive nature of education staff. 2 . Prior to the interview day, our Student Ambassadors offer an information session that includes topics on the curriculum, school culture, organizations, enrichment opportunities, and student life, followed by a Q&A. The student ambassadors share their insights with the applicants. 3 . A 45 -minutes Q&A with an education dean giving an up close and personal view of the accessibility and responsiveness of faculty, their perspectives about the learning environment of the school, advice on how to succeed in medical school and how faculty support students in achieving their professional goals 4 . A seven-station MMI conducted by both faculty and students, lasting approximately one hour and ten minutes.",RWJMS has not established a regional interview option.,"RWJMS is determining whether in-person interview options will be used. For applicants who are abroad or might have hardship, virtual will always be available.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,91,52,63.163,NM,University of New Mexico School of Medicine,University of New Mexico School of Medicine,Two one-on-one interviews conducted by Application Committee members.,The UNM School of Medicine typically begins sending interview invitations in mid-August.,"Interviews are granted by invitation only. The interview provides the medical school with an opportunity to learn more about an applicant ’ s maturity, motivation for the study of medicine, problem-solving skills, ability to relate to people, and ability to express their ideas in an organized manner. Interviewers will be interested in determining how applicants meet our mission and might contribute to both the learning environment, and to the unique health care needs in New Mexico. Interviews can last from 30 minutes to an hour, depending on the interviewer.",Regional interviews are not available.,All interviews will be conducted virtually via Zoom for the 2027 application cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,92,54,537.163,NV,Kirk Kerkorian School of Medicine at UNLV,Kirk Kerkorian School of Medicine at UNLV,"Standardized interview, fully virtual, semi-closed file (qualitative information only - no quantitative)",August 1st,"Interview experiences are placed into a designated week chosen by the applicant upon invitation. There is a required asynchronous video component and then required virtual live sessions including small group, large group, and 1:1. Optional in-person building tours of the medical school are also available to interviewees throughout the cycle.",no,"Yes, required.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,93,54,396.163,NV,Roseman University College of Medicine,Roseman University College of Medicine,Applicants will participate in two 30-minute virtual interviews with faculty or senior staff leadership from the College of Medicine.,"August 1, 2026","Applicants will be notified via their admissions portal and email if invited to an interview. As part of the interview process, they will be required to attend a virtual pre-interview session before their virtual interviews, where they will learn more about the interview process, Roseman University, the College of Medicine, student services, and more.",N/A,All interviews are conducted virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,94,54,345.163,NV,"University of Nevada, Reno School of Medicine","University of Nevada, Reno School of Medicine",In-person interview format.,August,"UNR Med has returned to a fully in-person interview format to take place in Reno, NV at the medical school.",no,Video interview is not available.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,95,54,258.162,NY,Albany Medical College,Albany Medical College,Virtual Multiple Mini Interview.,September,"We utilize a virtual Multiple Mini Interview. Along with their interviews, applicants will have a virtual orientation prior to interview, student panel, and welcome/curriculum overview from an advising dean.",All interviews are virtual.,All interviews are conducted virtually via video.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,96,54,170.154,NY,Albert Einstein College of Medicine,Albert Einstein College of Medicine,"Applicants invited for an interview will meet, virtually, with one member of the Admissions Committee. The interview usually lasts 30-60 minutes, and is conducted by a clinician or scientist from the committee.",August,Please see: https://einsteinmed.edu/ed ucation/md-program/md- admissions,Regional interviews are not available.,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,97,54,110.154,NY,Columbia University Vagelos College of Physicians and Surgeons,Columbia University Vagelos College of Physicians and Surgeons,"Virtual, One-on-One",August,For information regarding the medical school interview day please visit: http://ps.columbia.edu/edu cation/admissions/intervie w-day,no,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,98,56,573.165,NY,CUNY School of Medicine,CUNY School of Medicine,"All applicants invited to three interviews and meet with a current student, a member of the Admissions Committee, and a faculty or administrator interviewer. All interviews are held on campus.",mid-January,"Interviews are all face-to- face and take place on campus. The entire session lasts approximately 3 hours. During COVID, interviews take place virtually for 3 hours. Note: interview data reflect the undergraduate portion of the BS/MD program.",no,N/A,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,99,56,414.164,NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Multiple Mini Interview (MMI) format,Late summer,"The interview day is organized to introduce prospective students to the many exciting opportunities available at the Zucker School of Medicine at Hofstra/Northwell. By the day's end, our hope is that through meeting and interacting with faculty, students and administrators, applicants gain a comprehensive understanding of what it is like to be a student at the School of Medicine.",no,Interviews will be conducted virtually for the 2025-2026 cycle in the MMI format.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,100,56,336.164,NY,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,Two thirty-minute open file interviews with faculty and/or senior medical students.,August,"In addition to interviews, the day will include an opportunity to learn more about the community, curriculum and student experience at the Icahn School of Medicine at Mount Sinai.",Regional interviews are not available.,All interviews will be virtual for the 2027 application cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,101,56,195.164,NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Two one-on-one interviews.,Continuously from August 1st to March 31st.,We offer both in-person and virtual interviews to selected candidates. In person interviews held from 11 a.m. to 2 p.m. on Wednesdays from August to March. Virtual interviews have been held at the convenience of interviewers and applicants. *The Jacobs School has no preference as to whether an applicant chooses to interview in person or virtually.,Regional interviews are not available.,Yes. See information about interview day.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,102,56,54.163,NY,New York Medical College,New York Medical College,MMI format is used. https://www.nymc.edu/som /admissions--aid/,Early August,The NYMC School of Medicine interview day program has two goals. The first is to provide applicants an opportunity to gain first-hand information about the school and the NYMC community. The second is to allow representatives of the admissions committee to learn more about and interact with candidates through the multiple mini- interview process (MMI).,Regional interviews are not available.,All interviews are conducted virtually through a video platform.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,103,58,249.163,NY,NYU Grossman Long Island School of Medicine,NYU Grossman Long Island School of Medicine,Our interview format consists of two 70 -minute segments: ( 1 ) Multiple Mini Interview (MMI) circuit ( 2 ) Interactive team-based group activity,"Interview invitations for the 2027 application cycle will be sent beginning early-mid August, 2026. Interviews begin on September 1, 2026.","The goals of the NYUGLISOM interview program are two-fold: -To assess mission- aligned entering competencies and interpersonal and communication skills of applicants utilizing the MMI format and an interactive team-based group activity. -To provide applicants an opportunity to learn more about our medical education program directly from our academic leaders, faculty, and students. Details about the interview day as well as links to informational videos are sent to applicants approximately one week prior to their interview date. Also included are links to a live orientation conducted by the associate dean for admission and a separate, informal 'meet & greet' session hosted by our current students. These virtual events begin @ 5 either the week-of or prior- to the student's interview day. For more information: https://medli.nyu.edu/educ ation/md-degree/md- admissions/interview- process",Regional interviews are not available.,All interviews are conducted virtually. Applicants invited to interview receive detailed instructions about how to access the interview portal the week prior to their scheduled interview date.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,104,58,207.163,NY,NYU Grossman School of Medicine,NYU Grossman School of Medicine,Online/virtual MMI format,July,https://med.nyu.edu/educa tion/md-degree/md- admissions/multiple-mini- interview,Regional interviews are not available.,Online/virtual MMI format,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,105,58,48.163,NY,Renaissance School of Medicine at Stony Brook University,Renaissance School of Medicine at Stony Brook University,Virtual Interviews,In August,"Applicants invited to interview will have 2 separate virtual interviews with a member of the Committee on Admissions. The Office of Admissions hosts virtual informational sessions for interviewed applicants on Wednesdays and Thursdays. The program includes a Medical Student Session and sessions with the Assistant Deans of Admissions, Diversity and Student Affairs and Financial Aid.",Regional interviews are not available.,Interviews are conducted via a virtual platform.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,106,60,483.163,NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,"Interviews are conducted virtually using an MMI interview format. Applicants will interview with students, faculty, administrators, or community physicians.",August,"Interviews are conducted on select Mondays, Tuesdays, and Wednesdays beginning in September and continue until early March. In addition to the interview sessions, applicants will participate in a Meet & Greet with admissions staff and current medical students. On-campus applicant events will be held in the Spring and applicants will have the opportunity to get a feel for the medical school, tour the facilities, learn more about the medical school offerings, and interact with faculty, students, and staff.",Not available,not available,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,107,60,315.163,NY,SUNY Downstate Health Sciences University College of Medicine,SUNY Downstate Health Sciences University College of Medicine,"Interviews are conducted in-person/conducted virtually during the pandemic; extended by invitation only. Interviews are one-on-one, one hour in length with a faculty, and a 20-minute peer-to- peer conversation with a medical student.",August,"Information is provided to the applicant in their interview email invite. The interview day typically consists of an hour interview with a faculty member, along with an informational session, campus tour/virtual chat, and/or lunch with currently enrolled students. Additional information is available via https://www.downstate.edu /education-training/college- of- medicine/admissions/appli cation-review.html",no,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,108,60,129.163,NY,University of Rochester School of Medicine and Dentistry,University of Rochester School of Medicine and Dentistry,"Two individual, conversational interviews and one 30 minute small group session.",August of the year prior to matriculation. Interview invitations are sent via email.,"Interviews for the 2026- 2027 admissions cycle will be virtual. Your interview day will consist of two individual interviews, and two group sessions. The group sessions include a live orientation with Dr. Christine Hay, Associate Dean for Admissions, and a group activity with a moderator. Regular student panels and virtual tours led by our medical students will be offered, but are not required. Invited applicants will receive an email with further interview day details.",Regional interviews are not available.,All interviews will be via Zoom.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,109,60,59.154,NY,Weill Cornell Medicine,Weill Cornell Medicine,Two virtual 30-minute interviews with admissions committee members provide an opportunity to discuss your life experiences and interest in medicine.,Late August,Information can be found on our website - https://teach.weill.cornell.e du/medical- education/admissions/sele ction-criteria-and- requirements,No regional interviews,All interviews are conducted virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,110,64,555.163,OH,Ohio State University College of Medicine,Ohio State University College of Medicine,"1 on 1 interview, blinded to academic record (MCAT and grades)",August 2026,"The format of the 2026- 2027 interview season will be virtual. Informational sessions are in the morning and two individual interviews are held in the afternoon, one with a faculty admission committee member and one with a student, resident, or fellow admission committee member.",no,The format of the 2026-2027 interview season will be virtual.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,111,64,288.163,OH,The University of Toledo College of Medicine and Life Sciences,The University of Toledo College of Medicine and Life Sciences,"Multiple Mini Interview (MMI) format with faculty, senior staff, residents, community members and medical students.","July 30, 2026","For the 2026-2027 interview cycle, all of our interviews will be conducted as synchronous, virtual Multiple Mini Interviews (MMI). The interview experience will consist of informal gatherings with medical students from our COMLS Ambassadors, as well as virtual tours and presentations from other campus administrators. (Most of these experiences will occur outside of the interview day.) The interview visit day will include a presentation about our interview format and a 2-hour MMI session with eight interviewees. If you're invited for an interview, the email we send you will contain additional information, including technical requirements and access to the web-based platform.",Regional interviews are not available.,"Synchronous, online MMI will be conducted for all interviews during the 2026-2027 admissions cycle.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,112,64,75.163,OH,University of Cincinnati College of Medicine,University of Cincinnati College of Medicine,"Interviews will be conducted in a 2-part modality. Applicants will interview through Kira Talent (6 scenarios) and will receive an invitation for a 1:1 interview, as well.",Interview invitations are extended beginning in August. Interviews will occur August through February.,"Our redesigned interview approach combines technology and personal connection to thoroughly assess candidates while respecting their time. The process features a comprehensive six-station asynchronous virtual interview (through Kira Talent), followed by a focused one-on-one virtual meeting with a faculty member. This structured yet flexible format allows candidates to showcase their skills, experiences, and potential contributions to our institution while providing our faculty the opportunity to address specific questions and evaluate mission fit.",Applicants will interview virtually only.,Applicants will interview virtually only.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,113,66,618.163,OH,Wright State University Boonshoft School of Medicine,Wright State University Boonshoft School of Medicine,"Two, one-on-one virtual interviews, each lasting 45 -60 minutes.",Invitations for interviews are emailed beginning in August with interviews starting in late August.,https://medicine.wright.edu /admissions/interview-day,Regional interviews are not available.,All interview days are virtual.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,114,66,333.163,OK,University of Oklahoma College of Medicine,University of Oklahoma College of Medicine,"Applicants interview with members of the MD Admissions Interview Subcommittee, a group that includes faculty of the College of Medicine, practicing community physicians, and senior year medical students.",July 2026 - January 2027,"Applicants are scheduled for a 75 -minute virtual interview with members of the OU College of Medicine Admissions Interview Subcommittee. Interview day begins with a required online orientation session followed by preparation logistics of the interview experience. Applicants invited to interview are additionally invited to an on-campus, optional group tour, where they will hear details about both OU College of Medicine tracks, which includes the Tulsa campus School of Community Medicine. Applicants will also interact with current medical students, learn about interview day details, and tour the Oklahoma City comprehensive health campus. Tours are also available for the Tulsa SCM campus.",,All interviews are conducted virtually via zoom.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,115,66,255.163,OR,Oregon Health & Science University School of Medicine,Oregon Health & Science University School of Medicine,Multiple Mini Interview (MMI) Circuit as well as a one-on-one interview with a member of the Admissions Committee.,August through February,Details about the interview process for the 2026 application process will be posted on the OHSU UME Admissions website: https://www.ohsu.edu/scho ol-of-medicine/md- program/admissions,no,No. But interview process is entirely virtual.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,116,66,213.162,PA,Drexel University College of Medicine,Drexel University College of Medicine,MMI interview and group interview with student- closed-file,August,Drexel is using the MMI process and holding group interviews with a student which are closed file.,Regional interviews are not available.,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,117,68,375.165,PA,Geisinger Commonwealth School of Medicine,Geisinger Commonwealth School of Medicine,Interviews will be conducted virtually and will follow the multiple mini interview format.,"August 1, 2026","The admissions interview is a critical piece of the application process. It provides the Admissions Committee with deeper insight into who you are as a candidate. Also, it gives the candidate a more in- depth look at the School of Medicine's Total Health Curriculum, which is built on the science of learning and uses an evidence- based approach to train skilled, compassionate physicians who provide individualized care of patients and promote health in their communities. After the Admissions Committee reviews the applications, selected applicants will receive an email invitation to interview at the School of Medicine. The Committee will consider the candidates' academic potential for success and alignment with the school's mission and values.",no,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,118,70,339.163,PA,Lewis Katz School of Medicine at Temple University,Lewis Katz School of Medicine at Temple University,"Applicants have 3 interviews. A Primary Interview with a faculty member of the Admissions Committee, a Second Interview with a faculty member or a student member of the admissions committee, and an Interview with a member of the local community.",August 2026,"The interview day includes a welcome from an admissions office representative who provides an overview of the admissions process, medical curriculum, as well as the clinical, service learning and extracurricular opportunities. Candidates interviewing at each campus participate in three interviews. A primary interview with a physician or PhD faculty member who is on the Admissions Committee, a secondary/blind interview with a faculty member or a student member of the admissions committee who is blinded to the application materials, and a community interview with a member of the local community. The interview day also includes a virtual tour of the campus and an information session with current medical students where the applicant will be able to learn more about student life.",Candidates being considered for admission to the St. Luke ’ s or WellSpan Health regional campuses will interview with faculty from the regional campus.,"At this time, Katz plans to conduct all interviews in a virtual format for applicants in the 2027 application cycle.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,119,70,297.163,PA,Pennsylvania State University College of Medicine,Pennsylvania State University College of Medicine,Interviews may continue to be virtual in format.,August of the year previous to matriculation.,https://med.psu.edu/educa tion/degree-programs/md- doctor- medicine/apply/process,Regional interviews are not available.,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,120,70,246.163,PA,Perelman School of Medicine at the University of Pennsylvania,Perelman School of Medicine at the University of Pennsylvania,Two individual interviews/faculty and student.,September,"Interview day activities include orientation, meeting students, financial aid discussion, and curriculum interaction.",Regional interviews are not available.,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,121,70,185.154,PA,Sidney Kimmel Medical College at Thomas Jefferson University,Sidney Kimmel Medical College at Thomas Jefferson University,One-on-one interview with a faculty member (open file) and one-on-one interview with a student (closed file). Interviews are held in-person.,mid-July,"10AM-4PM, Wednesdays only",no,No,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,122,70,134.154,PA,University of Pittsburgh School of Medicine,University of Pittsburgh School of Medicine,A virtual faculty interview and medical student interview are required.,Mid-July 2026,"Includes a virtual greeting, a virtual faculty interview, a virtual medical student interview, and a virtual closing session.",Regional interviews are not available.,All interviews are conducted virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,123,72,429.163,PR,Ponce Health Sciences University School of Medicine,Ponce Health Sciences University School of Medicine,Multiple Mini-Interviews,September 2026,"Interviews are conducted virtually in the Multiple Mini Interview format to support a holistic admissions process and evaluate premedical competencies that align with PHSU- SOM ’ s mission to train ethical professionals who provide compassionate, culturally competent health care and generate high impact research to reduce health disparities in the populations we serve in Puerto Rico and the US. There are live and asynchronous interviews. Interviews will be conducted in Spanish and English for applicants applying to the Main Campus (Ponce) and in English only for applicants applying to the St. Louis Campus.",no,"Yes, interviews will be held live and asynchronously.",
